Wavelength/nm	Absorbance	Reference	Sample	Pr. Code:	000	Const1:	 0	Const2:	 0
180.23	 0	0	-1
180.23	 0	0	-1
180.23	 0	0	-1
180.99	-.1	1	3
181.75	 .176	3	2
182.51	 0	1	1
183.27	 0	-2	0
184.03	 0	1	1
184.80	 0	0	-1
185.56	 0	0	-1
186.32	-.1	1	4
187.08	 0	0	1
187.84	 0	0	-1
188.60	 .176	3	2
189.36	 0	1	0
190.12	 0	-1	0
190.87	 0	0	0
191.63	-.1	1	3
192.39	-.1	1	3
193.15	 0	1	1
193.91	 0	1	1
194.67	-.097	4	5
195.43	 0	1	-1
196.19	-.1	2	3
196.95	-.1	2	4
197.71	 0	2	2
198.46	 0	1	-2
199.22	 0	-2	0
199.98	-.1	2	4
200.74	 0	0	1
201.50	 0	0	0
202.26	 0	2	0
203.01	 0	2	2
203.77	 0	0	2
204.53	 0	0	2
205.29	-.1	2	3
206.04	-.1	1	2
206.80	-.1	-2	-4
207.56	 0	0	-3
208.32	-.1	1	2
209.07	 0	2	2
209.83	 0	-2	1
210.59	 0	0	1
211.34	-.1	2	4
212.10	 0	2	2
212.86	 0	2	2
213.61	 .301	4	2
214.37	 .301	2	1
215.12	 .176	3	2
215.88	 0	3	3
216.64	 0	-2	1
217.39	 0	1	-1
218.15	 0	-1	2
218.90	 0	0	0
219.66	 0	2	0
220.41	 .477	3	1
221.17	 0	1	-1
221.92	 0	1	0
222.68	 0	1	1
223.43	 0	0	0
224.19	 0	-2	-2
224.94	 0	2	2
225.70	 0	0	1
226.45	-.1	3	4
227.21	 0	2	2
227.96	 0	1	0
228.72	 0	-1	1
229.47	 0	2	0
230.22	 0	-1	2
230.98	 0	1	-1
231.73	 .222	5	3
232.48	 0	-1	1
233.24	 0	2	-1
233.99	 0	4	4
234.74	 0	0	-2
235.50	-.1	1	2
236.25	 0	0	1
237.00	 .301	2	1
237.76	 0	1	-1
238.51	 .176	3	2
239.26	 0	0	1
240.01	-.1	3	4
240.77	-.1	1	2
241.52	-.1	1	3
242.27	 0	2	2
243.02	 0	3	3
243.77	 .176	3	2
244.53	 .176	3	2
245.28	-.1	1	2
246.03	 0	1	1
246.78	 0	2	0
247.53	 0	0	-1
248.28	 0	1	1
249.03	 0	-2	1
249.78	 .477	3	1
250.53	 0	2	0
251.29	 0	3	0
252.04	 .176	3	2
252.79	 0	1	1
253.54	 0	-2	-2
254.29	-.1	-1	-3
255.04	 0	1	1
255.79	 0	2	0
256.54	-.1	1	2
257.29	 .176	3	2
258.04	 0	0	-1
258.79	 0	0	-2
259.53	 0	1	1
260.28	 0	0	2
261.03	 0	3	-1
261.78	 0	2	2
262.53	 0	-1	-1
263.28	-.1	2	3
264.03	 0	-1	0
264.78	 0	0	0
265.52	 0	0	0
266.27	 .301	2	1
267.02	-.1	2	3
267.77	 .176	3	2
268.52	-.1	1	2
269.27	 0	1	-2
270.01	 0	2	2
270.76	-.1	1	3
271.51	 0	1	0
272.26	 .301	2	1
273.00	 0	0	1
273.75	 .125	4	3
274.50	 0	0	1
275.24	 0	3	3
275.99	 0	2	0
276.74	 0	0	0
277.48	 0	2	2
278.23	 0	1	-1
278.98	 0	0	3
279.72	 0	1	1
280.47	 0	2	2
281.21	 .477	3	1
281.96	 0	0	-1
