Wavelength/nm	Absorbance	Reference	Sample	Pr. Code:	000	Const1:	 0	Const2:	 0
180.23	 0	0	-2
180.23	 0	0	-2
180.23	 0	0	-2
180.99	-.1	1	3
181.75	 0	-1	0
182.51	 .176	-3	-2
183.27	-.1	1	2
184.03	 0	-1	0
184.80	 0	-1	0
185.56	 0	1	0
186.32	 0	0	3
187.08	-.1	-1	-3
187.84	 0	0	2
188.60	-.1	1	2
189.36	 0	-2	-2
190.12	-.1	-1	-3
190.87	 0	1	0
191.63	 0	-1	0
192.39	 .176	3	2
193.15	 0	2	2
193.91	-.1	1	2
194.67	 0	-1	1
195.43	 0	-2	-2
196.19	 .125	4	3
196.95	 .301	2	1
197.71	 0	-1	-1
198.46	-.1	-1	-2
199.22	-.1	2	4
199.98	 0	-1	-1
200.74	 0	3	0
201.50	-.1	1	2
202.26	-.1	-2	-3
203.01	 0	3	3
203.77	 0	0	0
204.53	 0	-2	-2
205.29	 0	-1	-1
206.04	 0	0	-1
206.80	 .301	2	1
207.56	 0	1	1
208.32	 0	0	4
209.07	 0	1	1
209.83	 0	0	1
210.59	 0	-2	2
211.34	 0	0	-1
212.10	 0	0	-1
212.86	-.1	-2	-3
213.61	 0	2	0
214.37	 0	2	0
215.12	-.1	3	4
215.88	-.1	-1	-2
216.64	 0	-1	2
217.39	-.1	-1	-2
218.15	 0	0	0
218.90	-.1	3	4
219.66	 0	-1	-1
220.41	 0	0	0
221.17	 0	-1	0
221.92	-.1	2	3
222.68	 .176	3	2
223.43	-.1	1	2
224.19	 .477	3	1
224.94	 0	0	3
225.70	-.1	2	3
226.45	 0	1	1
227.21	 .477	3	1
227.96	 0	0	-1
228.72	 .301	2	1
229.47	 0	4	0
230.22	 0	0	-1
230.98	-.1	1	2
231.73	 0	-1	0
232.48	 0	1	0
233.24	 .477	3	1
233.99	-.1	2	3
234.74	 .176	3	2
235.50	-.1	2	3
236.25	 0	0	1
237.00	 0	0	1
237.76	 0	1	-1
238.51	 0	0	3
239.26	-.1	-2	-3
240.01	 0	1	1
240.77	 0	0	0
241.52	 0	0	2
242.27	-.1	1	2
243.02	 0	0	2
243.77	 0	2	2
244.53	 .301	2	1
245.28	 0	-1	0
246.03	 .602	4	1
246.78	 0	-1	0
247.53	-.1	1	3
248.28	 0	3	-2
249.03	 0	-1	-1
249.78	 0	-2	0
250.53	 0	1	0
251.29	 .176	3	2
252.04	 0	1	1
252.79	-.1	1	2
253.54	 0	0	0
254.29	 0	1	0
255.04	 .301	6	3
255.79	-.1	1	2
256.54	 0	-1	0
257.29	-.079	5	6
258.04	-.1	2	3
258.79	 0	0	1
259.53	 .477	3	1
260.28	 .477	3	1
261.03	 0	0	0
261.78	 .477	3	1
262.53	 0	5	5
263.28	 0	1	0
264.03	 0	1	0
264.78	 0	3	0
265.52	 0	-2	0
266.27	 .301	2	1
267.02	 0	0	0
267.77	 0	0	2
268.52	 0	0	1
269.27	-.1	1	3
270.01	 .301	2	1
270.76	-.1	3	4
271.51	 0	0	-1
272.26	 0	0	-1
273.00	 .125	4	3
273.75	 0	2	2
274.50	 0	1	0
275.24	 0	1	1
275.99	 0	3	3
276.74	 .398	5	2
277.48	 0	0	-2
278.23	 0	3	3
278.98	 .176	3	2
279.72	 .477	3	1
280.47	 0	3	3
281.21	 .477	3	1
281.96	 0	-1	1
282.70	 .699	5	1
283.45	 0	2	0
284.20	 0	2	2
284.94	 0	1	-1
285.69	 0	4	0
286.43	 0	1	-2
287.18	 .176	3	2
287.92	 0	5	-1
288.66	 .097	5	4
289.41	 .954	9	1
290.15	 .544	7	2
290.90	 .426	8	3
291.64	 1	10	1
292.39	 0	8	-1
293.13	 .778	12	2
293.87	 0	11	-1
294.62	 1.176	15	1
295.36	 .929	17	2
296.10	 0	21	0
296.85	 .865	22	3
297.59	 0	24	0
298.33	 0	28	-1
299.08	 0	29	-1
299.82	 1.217	33	2
300.56	 1.23	34	2
301.30	 0	39	0
302.05	 1.255	36	2
302.79	 1.602	40	1
303.53	 1.623	42	1
304.27	 0	44	-2
305.01	 0	47	0
305.76	 1.38	48	2
306.50	 1.398	50	2
307.24	 1.708	51	1
307.98	 0	55	0
308.72	 0	55	0
309.46	 1.778	60	1
310.20	 0	58	0
310.94	 1.799	63	1
311.68	 1.211	65	4
312.43	 1.512	65	2
313.17	 0	68	0
313.91	 0	70	0
314.65	 0	70	-1
315.39	 0	78	-1
316.13	 1.591	78	2
316.87	 1.431	81	3
317.61	 0	81	-1
318.35	 1.437	82	3
319.08	 1.623	84	2
319.82	 1.954	90	1
320.56	 1.968	93	1
321.30	 2.013	103	1
322.04	 2.029	107	1
322.78	 2.057	114	1
323.52	 1.598	119	3
324.26	 2.083	121	1
324.99	 0	116	0
325.73	 0	121	-1
326.47	 1.401	126	5
327.21	 1.806	128	2
327.95	 1.816	131	2
328.68	 2.134	136	1
329.42	 0	133	-2
330.16	 1.66	137	3
330.90	 0	144	-1
331.63	 1.693	148	3
332.37	 2.182	152	1
333.11	 1.886	154	2
333.84	 1.705	152	3
334.58	 2.201	159	1
335.32	 0	157	0
336.05	 1.906	161	2
336.79	 0	162	-2
337.53	 1.613	164	4
338.26	 1.911	163	2
339.00	 2.22	166	1
339.73	 1.911	163	2
340.47	 0	169	-2
341.21	 1.756	171	3
341.94	 1.751	169	3
342.68	 0	171	-1
343.41	 1.465	175	6
344.15	 1.542	174	5
344.88	 1.942	175	2
345.62	 1.771	177	3
346.35	 1.778	180	3
347.08	 1.957	181	2
347.82	 1.792	186	3
348.55	 1.788	184	3
349.29	 1.656	181	4
350.02	 1.487	184	6
350.75	 1.954	180	2
351.49	 1.422	185	7
352.22	 1.484	183	6
352.95	 1.408	179	7
353.69	 1.408	179	7
354.42	 1.25	178	10
355.15	 1.171	178	12
355.89	 1.221	183	11
356.62	 1.301	180	9
357.35	 1.112	181	14
358.08	 1.153	185	13
358.82	 1.014	186	18
359.55	 1.012	185	18
360.28	 .968	186	20
361.01	 .964	184	20
361.74	 .973	188	20
362.47	 .861	189	26
363.21	 .834	191	28
363.94	 .822	186	28
364.67	 .758	189	33
365.40	 .679	191	40
366.13	 .73	188	35
366.86	 .67	187	40
367.59	 .616	186	45
368.32	 .624	185	44
369.05	 .573	187	50
369.78	 .534	188	55
370.51	 .499	180	57
371.24	 .495	175	56
371.97	 .463	177	61
372.70	 .458	175	61
373.43	 .433	179	66
374.16	 .383	181	75
374.89	 .376	183	77
375.62	 .375	192	81
376.35	 .363	189	82
377.08	 .346	195	88
377.80	 .331	193	90
378.53	 .321	199	95
379.26	 .303	211	105
379.99	 .293	210	107
380.72	 .275	207	110
381.44	 .274	201	107
382.17	 .252	200	112
382.90	 .272	200	107
383.63	 .266	188	102
384.35	 .245	188	107
385.08	 .242	187	107
385.81	 .248	184	104
386.54	 .242	178	102
387.26	 .232	179	105
387.99	 .237	183	106
388.72	 .244	184	105
389.44	 .224	181	108
390.17	 .24	179	103
390.89	 .231	177	104
391.62	 .244	179	102
392.35	 .233	183	107
393.07	 .238	211	122
393.80	 .239	194	112
394.52	 .251	187	105
395.25	 .255	187	104
395.97	 .268	187	101
396.70	 .257	188	104
397.42	 .267	198	107
398.15	 .278	205	108
398.87	 .275	230	122
399.60	 .285	210	109
400.32	 .289	206	106
401.04	 .293	202	103
401.77	 .303	201	100
402.49	 .315	196	95
403.21	 .315	194	94
403.94	 .338	194	89
404.66	 .329	192	90
405.38	 .328	198	93
406.11	 .357	198	87
406.83	 .353	185	82
407.55	 .371	181	77
408.28	 .374	180	76
409.00	 .382	188	78
409.72	 .399	178	71
410.44	 .399	178	71
411.16	 .405	178	70
411.89	 .421	174	66
412.61	 .43	183	68
413.33	 .446	176	63
414.05	 .465	184	63
414.77	 .442	180	65
