Wavelength/nm	Absorbance	Reference	Sample	Pr. Code:	000	Const1:	 0	Const2:	 0
180.23	 .477	3	1
180.23	 .477	3	1
180.23	 .477	3	1
180.99	 0	-1	0
181.75	 0	2	2
182.51	 0	-2	2
183.27	 0	-4	-4
184.03	 0	2	2
184.80	 0	-1	2
185.56	 0	0	1
186.32	 .176	3	2
187.08	 0	0	1
187.84	-.1	1	2
188.60	-.1	3	4
189.36	 .602	-4	-1
190.12	 0	-3	1
190.87	 .477	3	1
191.63	 0	1	0
192.39	 0	-3	2
193.15	 0	2	0
193.91	 0	-1	3
194.67	 0	0	0
195.43	 0	0	1
196.19	 0	0	1
196.95	 .176	3	2
197.71	 0	2	0
198.46	 0	-1	0
199.22	-.1	1	3
199.98	 0	2	2
200.74	 0	0	2
201.50	 0	4	4
202.26	 .301	2	1
203.01	 0	0	0
203.77	 .398	5	2
204.53	 0	0	0
205.29	 0	1	-1
206.04	 .301	2	1
206.80	-.1	1	2
207.56	 0	-1	3
208.32	 0	3	-2
209.07	 0	1	1
209.83	 0	0	3
210.59	 0	1	1
211.34	 0	-1	0
212.10	 .301	2	1
212.86	 .176	3	2
213.61	 0	-2	1
214.37	 0	0	-1
215.12	 .176	6	4
215.88	 .176	-3	-2
216.64	 0	3	0
217.39	 0	4	4
218.15	-.1	-2	-3
218.90	 .301	2	1
219.66	 0	-1	1
220.41	 0	-1	1
221.17	 .301	4	2
221.92	 0	2	-1
222.68	 .176	-3	-2
223.43	 .301	2	1
224.19	 0	2	-1
224.94	 .602	-4	-1
225.70	 0	3	3
226.45	 0	-1	1
227.21	 0	2	-2
227.96	 0	4	0
228.72	 0	1	1
229.47	 0	0	-1
230.22	 0	3	3
230.98	 0	-2	0
231.73	 0	1	0
232.48	 .602	4	1
233.24	 0	-1	1
233.99	 .301	4	2
234.74	 0	4	0
235.50	 0	0	1
236.25	 0	-2	1
237.00	-.1	1	2
237.76	-.1	2	4
238.51	 0	3	0
239.26	 0	2	0
240.01	 0	0	-1
240.77	 0	1	0
241.52	 0	0	3
242.27	 0	1	0
243.02	 0	-1	1
243.77	-.1	5	7
244.53	 0	-1	0
245.28	 .222	5	3
246.03	 0	2	2
246.78	 0	-1	-1
247.53	 .125	4	3
248.28	 0	0	2
249.03	 0	0	1
249.78	 0	4	4
250.53	 .301	2	1
251.29	 0	3	0
252.04	 0	4	4
252.79	 0	0	-1
253.54	 .477	3	1
254.29	 0	0	0
255.04	 0	0	0
255.79	 0	1	0
256.54	 .301	2	1
257.29	 0	0	-2
258.04	 0	3	3
258.79	-.1	3	4
259.53	 0	-2	-2
260.28	 0	1	1
261.03	 0	0	0
261.78	-.1	-1	-2
262.53	 .222	5	3
263.28	-.1	1	2
264.03	 0	2	-1
264.78	 .176	3	2
265.52	 .097	5	4
266.27	-.1	1	2
267.02	 0	1	0
267.77	 0	0	0
268.52	 0	2	0
269.27	 .699	5	1
270.01	 0	1	0
270.76	 0	1	0
271.51	 0	2	-1
272.26	 0	-2	1
273.00	 .176	3	2
273.75	 0	2	0
274.50	 0	1	0
275.24	 .602	4	1
275.99	 .398	5	2
276.74	-.1	-1	-2
277.48	 .477	3	1
278.23	 .125	4	3
278.98	 0	1	1
279.72	 0	1	1
280.47	 .301	4	2
281.21	 0	0	0
281.96	 .602	4	1
282.70	 .699	5	1
283.45	 0	1	1
284.20	 .125	4	3
284.94	 0	1	1
285.69	 .477	3	1
286.43	 .301	10	5
287.18	 0	6	0
287.92	 0	7	-1
288.66	 0	12	0
289.41	 0	8	0
290.15	 0	11	0
290.90	 .574	15	4
291.64	 1.079	12	1
292.39	 .875	15	2
293.13	 .753	17	3
293.87	 .978	19	2
294.62	 0	20	-1
295.36	 0	24	0
296.10	 0	25	-1
296.85	 1.243	35	2
297.59	 1.633	43	1
298.33	 0	40	-3
299.08	 0	50	0
299.82	 0	52	-2
300.56	 0	51	-2
301.30	 1.763	58	1
302.05	 1.484	61	2
302.79	 1.315	62	3
303.53	 0	66	0
304.27	 1.249	71	4
305.01	 0	71	-1
305.76	 1.058	80	7
306.50	 1.421	79	3
307.24	 1.892	78	1
307.98	 1.623	84	2
308.72	 0	84	0
309.46	 1.929	85	1
310.20	 1.959	91	1
310.94	 0	97	-1
311.68	 0	94	0
312.43	 1.536	103	3
313.17	 1.703	101	2
313.91	 2.025	106	1
314.65	 2.029	107	1
315.39	 2.057	114	1
316.13	 1.763	116	2
316.87	 2.086	122	1
317.61	 1.792	124	2
318.35	 2.09	123	1
319.08	 1.816	131	2
319.82	 2.124	133	1
320.56	 1.69	147	3
321.30	 2.182	152	1
322.04	 1.914	164	2
322.78	 1.942	175	2
323.52	 2.248	177	1
324.26	 1.949	178	2
324.99	 0	175	-1
325.73	 1.957	181	2
326.47	 1.964	184	2
327.21	 1.674	189	4
327.95	 2.288	194	1
328.68	 1.998	199	2
329.42	 2.006	203	2
330.16	 1.712	206	4
330.90	 1.73	215	4
331.63	 1.441	221	8
332.37	 0	215	-1
333.11	 2.053	226	2
