Time/s	Temperature/deg C			Pr. Code:	000	Const1:	 0	Const2:	 0
0.0	 21.1560
0.5	 21.1567
1.0	 21.1588
1.5	 21.1586
2.0	 21.1556
2.5	 21.1560
3.0	 21.1587
3.5	 21.1576
4.0	 21.1585
4.5	 21.1563
5.0	 21.1587
5.5	 21.1558
6.0	 21.1599
6.5	 21.1567
7.0	 21.1583
7.5	 21.1562
8.0	 21.1573
8.5	 21.1592
9.0	 21.1604
9.5	 21.1576
10.0	 21.1595
10.5	 21.1617
11.0	 21.1399
11.5	 21.0865
12.0	 20.9898
12.5	 20.8929
13.0	 20.8093
13.5	 20.7405
14.0	 20.6527
14.5	 20.5269
15.0	 20.4039
15.5	 20.2718
16.0	 20.1607
16.5	 20.0626
17.0	 19.9644
17.5	 19.8786
18.0	 19.7950
18.5	 19.7076
19.0	 19.6178
19.5	 19.5337
20.0	 19.4594
20.5	 19.3797
21.0	 19.3104
21.5	 19.2463
22.0	 19.1873
22.5	 19.1171
23.0	 19.0508
23.5	 18.9912
24.0	 18.9355
24.5	 18.8709
25.0	 18.8138
25.5	 18.7515
26.0	 18.6922
26.5	 18.6354
27.0	 18.5873
27.5	 18.5449
28.0	 18.5008
28.5	 18.4518
29.0	 18.4080
29.5	 18.3632
30.0	 18.3178
30.5	 18.2689
31.0	 18.2190
31.5	 18.1791
32.0	 18.1575
32.5	 18.1817
33.0	 19.0910
33.5	 23.8723
34.0	 28.0631
34.5	 31.0937
35.0	 33.3752
35.5	 35.2165
36.0	 36.5053
36.5	 37.4582
37.0	 38.1010
37.5	 38.5676
38.0	 38.9088
38.5	 39.1808
39.0	 39.3775
39.5	 39.5256
40.0	 39.6360
40.5	 39.7144
41.0	 39.7785
41.5	 39.8259
42.0	 39.8630
42.5	 39.8910
43.0	 39.9170
43.5	 39.9371
44.0	 39.9550
44.5	 39.9721
45.0	 39.9890
45.5	 40.0002
46.0	 40.0141
46.5	 40.0237
47.0	 40.0312
47.5	 40.0402
48.0	 40.0481
48.5	 40.0553
49.0	 40.0635
49.5	 40.0693
50.0	 40.0772
50.5	 40.0820
51.0	 40.0845
51.5	 40.0899
52.0	 40.0920
52.5	 40.0981
53.0	 40.1044
53.5	 40.1044
54.0	 40.1085
54.5	 40.1113
55.0	 40.1143
55.5	 40.1164
56.0	 40.1185
56.5	 40.1203
57.0	 40.1232
57.5	 40.1221
58.0	 40.1270
58.5	 40.1282
59.0	 40.1282
59.5	 40.1315
60.0	 40.1321
60.5	 40.1347
61.0	 40.1320
61.5	 40.1353
62.0	 40.1355
62.5	 40.1386
63.0	 40.1357
63.5	 40.1382
64.0	 40.1388
64.5	 40.1385
65.0	 40.1387
65.5	 40.1399
66.0	 40.1384
66.5	 40.1376
67.0	 40.1376
67.5	 40.1371
68.0	 40.1381
68.5	 40.1366
69.0	 40.1371
69.5	 40.1347
70.0	 40.1362
70.5	 40.1352
71.0	 40.1336
71.5	 40.1325
72.0	 40.1340
72.5	 40.1302
73.0	 40.1305
